fecha,origen,edad,motivo,transporte,dias,acompañante,frecuencia,alojamiento
2025-06-22 18:40:52,Buenos Aires ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Apart Hotel
2025-06-08 23:51:40,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-30 23:02:48,Córdoba capital,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-06-10 10:10:44,Bs As Moron,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-19 08:30:52,Buenos Aires ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-08-03 02:06:39,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-09-09 08:28:43,Santiago,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-09-21 12:14:35,Salta - Tartagal,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-02 21:17:26,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con amigos,4 o más veces,Hotel 3*
2025-10-29 21:45:40,Jujuy - Perico,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-08-10 06:52:49,Santiago,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-11 20:53:42,San Miguel/Tucumán ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 1*
2025-07-24 03:06:03,San Fernando/Catamarca,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-09-23 10:05:16,Maipú/Mendoza ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-07-30 21:58:29,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-09-09 12:28:36,Leones cordoba,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-07-24 03:49:37,Bs As Moron,50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,2 o 3 veces al año,Cabañas
2025-09-30 22:58:32,Maipú/Mendoza ,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-10-27 07:36:20,San Fernando/Catamarca,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 1*
2025-10-26 17:47:42,Yerba Buena/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-27 12:17:32,Santa Rosa/La Pampa ,30 a 49,Trabajo o negocios,Automóvil,1 día (excursión),Con amigos,2 o 3 veces al año,Apart Hotel
2025-10-24 00:14:19,Leones cordoba,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-06-08 15:38:42,Capital/San Luis,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 1*
2025-07-25 02:55:00,Salta - Tartagal,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Turistas,Una vez al año,Hotel 4*
2025-06-07 05:33:17,Chacabuco bs as,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-10-17 05:33:59,Maipú/Mendoza ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Solo/a,Primera vez,Hotel 2*
2025-11-04 05:38:29,San Juan ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-07-17 19:35:23,Yerba Buena/Tucumán ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-06-15 14:17:33,Buenos Aires ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-15 21:24:43,Yerba Buena/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-07-16 15:58:30,San Fernando/Catamarca,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-12 20:04:24,Buenos Aires ,30 a 49,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-10-31 03:27:04,Metán/Salta,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-06 00:34:51,Yerba Buena/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-10-01 19:33:58,Posadas misiones ,30 a 49,Trabajo o negocios,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 1*
2025-07-05 20:12:27,Leones cordoba,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-30 15:06:29,Buenos Aires ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-24 09:44:50,Maipú/Mendoza ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-09-10 03:07:09,San Juan ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-06-29 10:15:47,Posadas misiones ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-21 19:50:21,Santiago capital ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 3*
2025-08-27 03:38:40,Posadas misiones ,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-10-20 01:47:15,San Fernando/Catamarca,18 a 29,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Cabañas
2025-07-29 23:40:34,Metán/Salta,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-06-25 22:59:16,Salta /Tartagal,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-08-20 14:55:06,Rafaela Santa Fe,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Solo/a,Una vez al año,Cabañas
2025-08-19 19:42:13,Rosario/Santa Fe,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-07-09 18:45:26,Buenos Aires ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-09-22 11:08:39,San Juan ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-25 23:33:57,Rosario/Santa Fe,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-01 01:24:02,Metán/Salta,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-07-30 01:43:34,Capital/San Luis,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Apart Hotel
2025-06-13 07:56:47,Salta - Tartagal,50 a 64,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con amigos,Mas de 3 veces ,Hotel 4*
2025-06-30 00:48:45,"Córdoba, Córdoba ",50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 2*
2025-09-05 18:05:27,Jujuy - Perico,65 o más,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,4 o más veces,Cabañas
2025-10-13 06:49:25,San Pedro/Jujuy,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-07-21 09:51:28,Rafaela Santa Fe,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-09-08 08:36:42,Leones cordoba,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-19 01:40:02,Posadas/Misiones ,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-14 22:05:45,Rafaela Santa Fe,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,4 o más veces,Hotel 4*
2025-05-30 09:58:11,Bs As Moron,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-15 15:33:05,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,2 o 3 veces al año,Cabañas
2025-06-09 16:37:43,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-07-08 12:21:08,San Fernando/Catamarca,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-07-27 22:48:43,Santiago,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 4*
2025-06-13 17:58:33,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 1*
2025-09-03 01:30:16,Leones cordoba,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Solo/a,2 o 3 veces al año,Hotel 3*
2025-10-26 14:28:36,"Córdoba, Córdoba ",65 o más,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-06-25 10:11:06,Santiago,65 o más,Vacaciones / Descanso,Colectivo de Tours,1 día (excursión),Solo/a,Una vez al año,Hotel 2*
2025-08-07 18:44:59,Salta - Tartagal,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-09 04:18:56,Córdoba capital,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Solo/a,Primera vez,Hotel 3*
2025-10-08 10:46:13,Salta /Tartagal,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-10-15 16:24:20,Rafaela Santa Fe,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-07-17 05:54:18,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-10-18 00:03:39,Metán/Salta,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-12 08:09:23,Chacabuco bs as,65 o más,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Turistas,Una vez al año,Hotel 2*
2025-09-06 20:12:38,Santa Rosa/La Pampa ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-10-08 08:04:55,San Fernando/Catamarca,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-01 07:00:31,Bs As capital,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-08-04 23:08:30,Jujuy - Perico,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-08-08 20:00:09,Córdoba capital,50 a 64,Eventos deportivos o actividades culturales,Automóvil,1 día (excursión),Con familiares,Primera vez,Apart Hotel
2025-08-08 12:13:40,Buenos Aires ,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Cabañas
2025-10-24 13:45:34,Salta - Tartagal,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,4 o más veces,Hotel 2*
2025-06-10 09:45:47,Posadas/Misiones ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-06-02 00:59:18,Leones cordoba,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-08-22 09:58:07,Bs As Moron,30 a 49,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Una vez al año,Cabañas
2025-07-12 18:04:01,San Juan ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-10-29 15:48:08,Maipú/Mendoza ,18 a 29,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-16 16:58:59,Posadas/Misiones ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-18 05:07:12,San Fernando/Catamarca,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-20 21:38:58,Leones cordoba,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-07-26 05:46:53,San Fernando/Catamarca,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-08-03 10:28:20,Santa Rosa/La Pampa ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Cabañas
2025-11-03 06:39:52,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-27 13:14:33,Santiago,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-10-08 17:14:53,Chacabuco bs as,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-10-31 10:57:13,Buenos Aires ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Solo/a,Una vez al año,Apart Hotel
2025-06-27 03:46:14,Salta - Tartagal,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-08-07 00:37:45,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 4*
2025-06-15 20:30:21,Córdoba capital,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 4*
2025-11-02 01:34:10,San Juan ,65 o más,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-07-17 18:54:14,Santiago,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-09-29 03:35:00,San Pedro/Jujuy,18 a 29,Turismo termal / Bienestar,Automóvil,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-18 12:38:25,Córdoba capital,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-08-26 23:09:41,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Solo/a,Primera vez,Cabañas
2025-08-05 04:37:44,San Juan ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-14 08:38:48,Maipú/Mendoza ,50 a 64,Turismo termal / Bienestar,Automóvil,1 día (excursión),Con amigos,2 o 3 veces al año,Apart Hotel
2025-08-22 03:33:14,Rafaela Santa Fe,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Turistas,Una vez al año,Hotel 2*
2025-06-08 03:55:52,Leones cordoba,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-29 14:48:52,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-11-06 01:07:03,Jujuy - Perico,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Cabañas
2025-10-25 01:38:56,Santiago capital ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-10-16 16:30:01,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-10-28 08:06:23,Salta /Tartagal,18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-20 18:41:34,Yerba Buena/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-07-10 14:21:09,Concepción/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Una vez al año,Apart Hotel
2025-10-16 22:08:07,"Córdoba, Córdoba ",50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 1*
2025-07-17 10:04:25,Rosario/Santa Fe,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 3*
2025-07-03 05:23:14,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-06-07 03:33:49,Santiago capital ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-07-27 04:29:16,Bs As Moron,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-02 03:52:57,Metán/Salta,50 a 64,Trabajo o negocios,Colectivo de Línea,1 día (excursión),Con amigos,2 o 3 veces al año,Cabañas
2025-06-08 10:51:28,San Juan ,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-10-16 14:39:51,Posadas/Misiones ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-11-03 23:11:20,Bs As Moron,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Cabañas
2025-11-01 23:32:39,Metán/Salta,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Primera vez,Cabañas
2025-08-09 23:27:53,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-01 05:01:33,Posadas/Misiones ,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-10-15 00:51:41,Salta /Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-10-15 01:06:24,San Fernando/Catamarca,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-11-07 19:56:22,Posadas misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-06-02 16:29:15,Posadas misiones ,50 a 64,Turismo termal / Bienestar,Automóvil,Más de una semana,Con amigos,Primera vez,Apart Hotel
2025-07-28 03:15:37,Posadas/Misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 1*
2025-06-25 07:39:47,Concepción/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-07-10 19:08:17,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-18 10:53:27,Salta - Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-06 01:44:37,Santiago,18 a 29,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-08-18 07:28:51,San Juan ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Solo/a,Una vez al año,Hotel 4*
2025-09-28 05:59:37,Leones cordoba,50 a 64,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con amigos,Una vez al año,Hotel 2*
2025-09-01 07:04:54,San Juan ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-09-05 11:35:42,Posadas misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-08-26 23:47:23,Leones cordoba,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-01 15:27:19,Santiago,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-11 21:03:16,Salta /Tartagal,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 1*
2025-07-24 23:07:31,Yerba Buena/Tucumán ,65 o más,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-10-21 15:09:14,Capital/San Luis,65 o más,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Turistas,4 o más veces,Hotel 2*
2025-08-25 20:12:25,Jujuy - Perico,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 4*
2025-10-18 22:03:01,Santiago,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Tours,1 día (excursión),Con amigos,4 o más veces,Hotel 1*
2025-07-24 14:07:28,"Córdoba, Córdoba ",50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-06-24 09:02:16,Capital/San Luis,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
