fecha,edad,ActGrales,ActFyDep,OfCultEnt,VidaNoct
09/09/2025 15:08:25,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
20/08/2025 19:01:17,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
29/06/2025 20:03:27,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
03/10/2025 04:56:05,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
08/09/2025 02:10:54,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
22/09/2025 05:22:52,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
25/09/2025 10:54:18,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
14/06/2025 19:39:16,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Poco atractiva
12/10/2025 01:28:29,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Regular
02/06/2025 03:23:13,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Buena
27/07/2025 12:21:24,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
07/09/2025 15:04:12,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
28/08/2025 09:59:19,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Poca variedad,Buena
09/09/2025 08:53:36,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Poca variedad,Muy activa y divertida
24/08/2025 21:50:55,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
02/09/2025 03:16:57,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
19/09/2025 18:16:16,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Poco atractiva
17/09/2025 01:08:45,18 a 29,Baños termales / Spa,"Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
21/08/2025 01:04:56,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
26/08/2025 17:23:02,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Buena
29/10/2025 10:40:05,30 a 49,Baños termales / Spa,Caminatas / senderismo,Muy variada y de calidad,Regular
19/09/2025 03:39:50,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
10/09/2025 20:27:54,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,No me interesaba,Buena
06/11/2025 06:29:03,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
19/10/2025 08:30:52,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
10/08/2025 03:39:35,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Regular
21/06/2025 06:21:36,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Muy activa y divertida
08/07/2025 01:40:15,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,Muy variada y de calidad,Buena
01/07/2025 01:28:42,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
30/08/2025 01:16:09,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Muy activa y divertida
26/06/2025 03:39:46,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
29/08/2025 03:53:37,18 a 29,Salidas nocturnas / bares / casino,Caminatas / senderismo,Muy variada y de calidad,Buena
30/09/2025 22:53:39,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
15/09/2025 00:12:29,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
16/08/2025 04:23:59,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
27/09/2025 00:05:03,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
27/10/2025 20:33:34,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
02/11/2025 11:28:25,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
17/08/2025 13:01:29,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
10/08/2025 00:43:11,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,"Buena, aunque puede mejorar",Buena
26/06/2025 22:52:57,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Regular
31/07/2025 06:02:17,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Regular
08/06/2025 01:57:01,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Muy variada y de calidad,Buena
25/08/2025 02:01:19,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
20/07/2025 17:46:55,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Poca variedad,Buena
27/07/2025 20:46:29,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
23/07/2025 07:22:05,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Buena
24/06/2025 01:47:20,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Bochas,"Buena, aunque puede mejorar",Muy activa y divertida
19/07/2025 12:30:26,30 a 49,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
08/06/2025 18:40:37,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
29/06/2025 15:20:42,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Regular
28/06/2025 08:18:47,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
29/07/2025 12:17:34,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
05/08/2025 00:48:30,65 o más,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
02/09/2025 16:11:20,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Poca variedad,Buena
12/07/2025 04:36:49,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
15/06/2025 19:39:31,30 a 49,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
17/10/2025 10:14:42,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
11/07/2025 15:49:31,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
01/11/2025 13:31:44,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
16/06/2025 08:10:34,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
29/07/2025 03:23:31,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Regular
23/06/2025 03:13:52,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
23/09/2025 18:45:33,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
18/10/2025 19:49:23,30 a 49,Baños termales / Spa,Caminatas / senderismo,Poca variedad,Muy activa y divertida
15/10/2025 18:18:23,18 a 29,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Poco atractiva
26/08/2025 21:07:44,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
03/06/2025 07:05:58,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
08/06/2025 13:17:08,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
05/07/2025 22:01:59,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
14/07/2025 00:39:54,50 a 64,Salidas nocturnas / bares / casino,Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
09/10/2025 23:05:18,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
07/06/2025 21:01:09,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
17/10/2025 12:30:59,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
15/10/2025 02:52:06,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
11/06/2025 06:22:34,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
12/09/2025 17:45:45,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
06/07/2025 08:17:54,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
13/06/2025 03:00:14,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
01/10/2025 21:51:14,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Regular
17/09/2025 23:50:09,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
09/09/2025 20:32:57,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
01/06/2025 23:03:10,18 a 29,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Regular
23/06/2025 12:10:26,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Buena
01/10/2025 05:31:09,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Poca variedad,Muy activa y divertida
21/08/2025 18:28:24,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
