fecha,alojamiento,HPAs,HLimp,HWifi,HGastro,HEntret,HSeguridad,HPyS,H$
09/09/2025 13:16:09,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
01/08/2025 16:08:57,Hotel 3*,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
05/09/2025 10:03:33,Hotel 3*,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Excelente
06/11/2025 15:59:02,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno
30/08/2025 00:02:28,Hotel 3*,Excelente,Excelente,Regular,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
11/10/2025 02:40:40,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
03/07/2025 16:26:52,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
29/10/2025 12:08:18,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente
12/09/2025 10:05:31,Hotel 2*,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
30/08/2025 12:12:12,Hotel 3*,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
27/06/2025 19:41:45,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
06/07/2025 20:25:55,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
18/06/2025 04:16:15,Hotel 2*,Excelente,Excelente,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
30/07/2025 18:20:54,Hotel 3*,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
18/07/2025 05:16:43,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
15/09/2025 10:45:28,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
28/10/2025 20:34:50,Hotel 3*,Excelente,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
04/11/2025 03:04:59,Apart Hotel,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Bueno
06/08/2025 11:18:10,Hotel 3*,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
14/10/2025 05:24:15,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
10/10/2025 02:39:58,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
18/06/2025 06:57:32,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
21/09/2025 00:10:44,Hotel 2*,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
01/06/2025 21:47:25,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
20/07/2025 14:58:17,Hotel 1*,Excelente,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
14/06/2025 23:14:07,Hotel 2*,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Bueno
19/07/2025 17:02:29,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
31/05/2025 08:13:36,Hotel 4*,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
15/08/2025 16:05:02,Hotel 1*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente
28/06/2025 23:26:30,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
20/08/2025 05:48:53,Hotel 2*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Bueno
19/07/2025 16:12:32,Cabañas,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
23/06/2025 02:00:35,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
03/06/2025 06:43:40,Hotel 3*,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
09/10/2025 18:50:34,Hotel 4*,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
02/10/2025 03:03:36,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
13/10/2025 12:41:56,Apart Hotel,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
29/06/2025 03:15:20,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Excelente
17/09/2025 22:11:45,Hotel 4*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
13/08/2025 15:57:39,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
19/09/2025 02:12:31,Hotel 3*,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno
07/11/2025 05:05:34,Hotel 2*,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno
27/08/2025 07:44:39,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
02/09/2025 05:40:30,Hotel 2*,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
22/06/2025 10:38:23,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno
20/08/2025 08:20:25,Cabañas,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
05/06/2025 17:22:46,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
25/08/2025 04:12:02,Hotel 1*,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente
11/06/2025 16:23:39,Hotel 2*,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
18/08/2025 17:22:00,Hotel 2*,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente
12/09/2025 10:37:34,Hotel 3*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
05/09/2025 23:28:25,Apart Hotel,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
17/06/2025 11:13:03,Apart Hotel,Bueno,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
30/08/2025 23:10:20,Hotel 2*,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
01/09/2025 12:19:46,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
11/06/2025 00:14:32,Hotel 1*,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
03/07/2025 03:15:23,Hotel 2*,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
13/06/2025 02:44:21,Apart Hotel,Excelente,Excelente,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
02/10/2025 20:20:19,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
14/09/2025 00:42:02,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno
07/09/2025 01:31:57,Hotel 3*,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno
14/06/2025 00:34:08,Hotel 2*,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
04/07/2025 11:14:55,Hotel 1*,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
31/05/2025 02:24:19,Hotel 4*,Bueno,Excelente,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Bueno
05/07/2025 09:48:15,Hotel 2*,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno
06/11/2025 18:01:45,Hotel 4*,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
05/10/2025 21:49:46,Apart Hotel,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
14/09/2025 07:44:42,Cabañas,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
30/08/2025 13:41:39,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
11/10/2025 15:39:58,Cabañas,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
07/08/2025 13:38:44,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
27/09/2025 20:27:08,Hotel 4*,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente
27/08/2025 12:26:56,Hotel 3*,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
08/07/2025 11:14:43,Hotel 4*,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
19/10/2025 15:55:09,Hotel 1*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
19/10/2025 15:29:05,Apart Hotel,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
24/10/2025 01:21:03,Hotel 2*,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
30/05/2025 10:59:27,Hotel 3*,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
31/05/2025 06:36:49,Hotel 2*,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
24/07/2025 11:59:54,Hotel 2*,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
17/09/2025 20:21:30,Apart Hotel,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
03/09/2025 21:09:07,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente
02/07/2025 03:49:30,Hotel 1*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente
04/10/2025 07:22:54,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno
26/06/2025 15:40:43,Hotel 2*,Excelente,Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
04/07/2025 19:17:23,Cabañas,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno
23/09/2025 00:54:06,Hotel 2*,Excelente,Excelente,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
24/08/2025 22:32:40,Hotel 3*,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/07/2025 19:14:31,Hotel 3*,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente
07/09/2025 14:39:33,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
29/07/2025 04:59:16,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
07/10/2025 07:45:42,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
02/06/2025 00:17:01,Hotel 4*,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
30/08/2025 19:55:15,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
09/09/2025 19:40:22,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
07/10/2025 00:35:10,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno
11/06/2025 12:42:55,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente
16/09/2025 23:03:23,Hotel 2*,Excelente,Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
18/08/2025 20:00:06,Cabañas,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno
01/09/2025 06:37:06,Apart Hotel,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
05/06/2025 04:20:51,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
06/06/2025 14:32:13,Apart Hotel,Bueno,Bueno,Excelente,Bueno,Excelente,Bueno,Excelente,Muy Bueno
07/06/2025 13:09:55,Hotel 4*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
13/09/2025 20:46:25,Hotel 2*,Muy Bueno,Excelente,Regular,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
21/07/2025 10:58:16,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
07/11/2025 04:24:34,Hotel 4*,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
10/08/2025 06:53:10,Hotel 3*,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
04/10/2025 01:27:19,Hotel 3*,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
12/10/2025 06:50:31,Hotel 3*,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
01/10/2025 00:33:07,Hotel 3*,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Excelente,Excelente,Excelente
09/06/2025 06:36:32,Hotel 2*,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
06/11/2025 11:59:43,Hotel 2*,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
10/08/2025 10:37:11,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
29/10/2025 16:25:38,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
18/10/2025 13:40:10,Hotel 2*,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno
06/07/2025 21:49:38,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
20/06/2025 01:00:11,Hotel 2*,Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Muy Bueno
24/08/2025 06:07:36,Hotel 4*,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
08/10/2025 21:12:27,Hotel 3*,Muy Bueno,Excelente,Regular,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
06/10/2025 15:18:33,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente
12/09/2025 18:53:42,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
05/06/2025 06:24:17,Hotel 2*,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno
02/09/2025 15:27:13,Hotel 1*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
30/10/2025 15:26:10,Hotel 2*,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
28/10/2025 09:51:21,Hotel 3*,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
13/09/2025 04:30:45,Hotel 3*,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
09/08/2025 19:55:08,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Excelente
10/06/2025 09:58:44,Apart Hotel,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
23/09/2025 10:16:08,Hotel 3*,Muy Bueno,Excelente,Regular,Excelente,Muy Bueno,Bueno,Excelente,Bueno
03/07/2025 12:30:56,Apart Hotel,Excelente,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente
23/07/2025 16:28:27,Hotel 1*,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno
22/09/2025 17:37:19,Hotel 2*,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Excelente,Excelente,Excelente
06/06/2025 11:31:13,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
18/10/2025 19:03:13,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
04/07/2025 18:23:36,Hotel 3*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
08/06/2025 02:58:43,Hotel 2*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
18/06/2025 12:27:04,Apart Hotel,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
28/07/2025 22:17:59,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
27/09/2025 13:38:42,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
27/09/2025 16:21:57,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
16/07/2025 17:49:20,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
10/09/2025 00:57:44,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente
26/07/2025 10:31:43,Hotel 4*,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
29/08/2025 05:59:49,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
29/10/2025 13:33:20,Apart Hotel,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
03/11/2025 22:25:53,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente
01/10/2025 06:26:55,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
15/06/2025 13:52:04,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
07/11/2025 03:39:07,Hotel 2*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
25/06/2025 20:00:26,Hotel 2*,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
08/08/2025 03:37:05,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
02/08/2025 11:36:13,Hotel 1*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente
05/11/2025 11:14:19,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
04/09/2025 19:26:14,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
13/10/2025 12:08:24,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
21/06/2025 04:39:48,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
16/07/2025 14:26:05,Apart Hotel,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
22/06/2025 20:01:45,Hotel 4*,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
05/07/2025 09:24:05,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
30/06/2025 00:39:52,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
07/10/2025 17:05:54,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
17/08/2025 12:43:46,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Excelente
03/10/2025 18:07:21,Apart Hotel,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Excelente
19/08/2025 11:13:20,Hotel 3*,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
19/09/2025 05:30:43,Hotel 2*,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
16/08/2025 03:57:27,Hotel 2*,Excelente,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Excelente
05/07/2025 14:51:36,Apart Hotel,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
30/08/2025 01:22:31,Hotel 2*,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
25/10/2025 22:23:25,Hotel 3*,Excelente,Muy Bueno,Regular,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno
14/09/2025 22:02:07,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
13/07/2025 01:22:47,Cabañas,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
18/08/2025 04:32:09,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente
29/07/2025 02:23:18,Hotel 2*,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
14/10/2025 00:49:48,Hotel 1*,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
01/08/2025 23:56:36,Hotel 3*,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
05/07/2025 10:44:56,Hotel 3*,Excelente,Excelente,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno
31/10/2025 13:23:12,Cabañas,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
16/10/2025 14:24:10,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
11/06/2025 13:20:53,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
16/06/2025 01:13:27,Apart Hotel,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
02/09/2025 19:07:13,Hotel 2*,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
29/06/2025 08:00:00,Hotel 1*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente
12/06/2025 12:43:05,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno
25/07/2025 18:41:23,Hotel 2*,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
24/08/2025 13:35:39,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
24/09/2025 13:31:17,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
20/10/2025 23:29:52,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
25/08/2025 20:24:57,Hotel 4*,Muy Bueno,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
03/11/2025 09:39:46,Hotel 2*,Excelente,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente
06/07/2025 06:29:54,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno
23/09/2025 22:35:48,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
29/06/2025 21:15:15,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
02/09/2025 19:50:48,Hotel 4*,Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno
04/08/2025 17:40:07,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Excelente
