fecha,edad,CityAcc,CityCyV,CityPyP,CityEP,CityMus,CityPilP,CityPoli,CityCCul
14/10/2025 02:02:51,18 a 29,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
05/09/2025 17:52:06,30 a 49,Bueno,Muy Bueno,Excelente,Muy Bueno,Regular,Bueno,Muy Bueno,Muy Bueno
25/08/2025 10:41:43,30 a 49,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Regular,Bueno,Excelente
20/07/2025 12:11:03,50 a 64,Bueno,Bueno,Muy Bueno,Regular,Excelente,Bueno,Muy Bueno,Bueno
06/09/2025 23:56:59,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente
06/10/2025 08:34:23,50 a 64,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
27/10/2025 06:40:13,50 a 64,Excelente,Excelente,Muy Bueno,Regular,Regular,Bueno,Bueno,Muy Bueno
21/10/2025 05:39:57,30 a 49,Bueno,Bueno,Excelente,Bueno,Regular,Bueno,Excelente,Excelente
15/06/2025 16:45:06,65 o más,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
23/07/2025 03:26:28,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
20/06/2025 05:21:05,50 a 64,Muy Bueno,Regular,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente
08/11/2025 08:14:44,65 o más,Excelente,Muy Bueno,Muy Bueno,Bueno,Regular,Muy Bueno,Excelente,Bueno
02/07/2025 23:07:58,18 a 29,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Bueno
05/10/2025 19:37:07,65 o más,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
16/08/2025 05:16:23,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
02/07/2025 05:40:22,18 a 29,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Excelente
22/10/2025 10:09:58,50 a 64,Muy Bueno,Regular,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
13/07/2025 19:16:21,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/07/2025 13:03:38,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Regular,Muy Bueno,Muy Bueno,Excelente
10/08/2025 18:19:43,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
27/09/2025 00:23:55,50 a 64,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Regular,Bueno
11/07/2025 17:24:24,30 a 49,Excelente,Regular,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
13/10/2025 07:50:51,30 a 49,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Regular,Muy Bueno
05/07/2025 12:17:18,50 a 64,Excelente,Excelente,Excelente,Regular,Muy Bueno,Bueno,Muy Bueno,Excelente
18/09/2025 19:21:21,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Regular,Bueno
10/08/2025 14:15:25,50 a 64,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Excelente
08/08/2025 06:32:11,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular,Bueno,Excelente,Bueno
29/08/2025 04:02:47,65 o más,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente
19/06/2025 10:28:04,30 a 49,Excelente,Excelente,Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Bueno
02/07/2025 07:22:43,30 a 49,Excelente,Bueno,Excelente,Regular,Muy Bueno,Muy Bueno,Bueno,Excelente
30/05/2025 16:01:41,30 a 49,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno
20/08/2025 14:35:29,50 a 64,Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno
04/07/2025 08:59:04,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente
08/10/2025 08:20:20,18 a 29,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente
03/09/2025 16:38:11,30 a 49,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
05/09/2025 07:04:02,30 a 49,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
16/06/2025 04:03:48,50 a 64,Excelente,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno
26/10/2025 16:30:43,50 a 64,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente
02/11/2025 12:24:53,30 a 49,Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Bueno
12/09/2025 01:33:17,50 a 64,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
21/06/2025 04:00:05,65 o más,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
05/09/2025 16:56:06,18 a 29,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Regular,Excelente
08/11/2025 04:26:24,30 a 49,Excelente,Excelente,Bueno,Bueno,Regular,Muy Bueno,Excelente,Muy Bueno
13/10/2025 07:34:40,50 a 64,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
12/08/2025 12:55:39,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
04/09/2025 07:33:14,30 a 49,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Regular,Regular,Bueno
07/09/2025 18:04:06,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Regular,Bueno,Excelente
05/09/2025 10:26:18,18 a 29,Muy Bueno,Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente
20/08/2025 21:19:05,65 o más,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
28/08/2025 04:46:01,18 a 29,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
16/06/2025 16:27:43,30 a 49,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno
27/07/2025 02:42:39,30 a 49,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Excelente
01/08/2025 04:24:13,30 a 49,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
08/09/2025 05:07:12,18 a 29,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
03/10/2025 20:41:26,50 a 64,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
28/08/2025 08:58:19,65 o más,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno
05/08/2025 21:54:01,30 a 49,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
17/10/2025 00:27:28,18 a 29,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Bueno
13/08/2025 19:14:49,18 a 29,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente,Bueno
17/10/2025 07:03:10,50 a 64,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
22/06/2025 12:32:33,18 a 29,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno
03/11/2025 15:44:07,18 a 29,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Regular,Excelente
04/11/2025 05:22:45,18 a 29,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno
03/06/2025 05:08:56,30 a 49,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
24/10/2025 16:08:25,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Bueno
08/08/2025 18:10:39,30 a 49,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Regular,Bueno,Regular
28/08/2025 05:04:24,18 a 29,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
30/07/2025 02:25:43,30 a 49,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
03/11/2025 20:21:51,30 a 49,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
12/09/2025 22:03:31,50 a 64,Excelente,Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Bueno,Muy Bueno
23/08/2025 20:18:45,65 o más,Excelente,Regular,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Regular
06/06/2025 04:17:56,18 a 29,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
28/07/2025 21:49:01,30 a 49,Excelente,Bueno,Bueno,Excelente,Excelente,Bueno,Bueno,Excelente
05/06/2025 01:54:45,18 a 29,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
02/11/2025 13:21:45,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno
16/10/2025 21:25:03,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
19/07/2025 23:27:40,65 o más,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Bueno
05/06/2025 14:43:02,65 o más,Excelente,Excelente,Muy Bueno,Bueno,Regular,Bueno,Excelente,Muy Bueno
14/09/2025 00:41:19,50 a 64,Muy Bueno,Regular,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
05/09/2025 03:51:02,65 o más,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Regular,Muy Bueno
08/06/2025 19:57:04,18 a 29,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente
10/08/2025 13:36:59,30 a 49,Malo,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
26/09/2025 20:08:36,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno
16/10/2025 03:43:59,18 a 29,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
19/08/2025 16:43:30,65 o más,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
30/08/2025 19:29:29,50 a 64,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
24/09/2025 15:33:42,30 a 49,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Bueno
02/08/2025 08:25:46,30 a 49,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
20/08/2025 00:14:49,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
06/07/2025 16:15:17,50 a 64,Muy Bueno,Regular,Muy Bueno,Bueno,Regular,Excelente,Bueno,Excelente
14/06/2025 13:15:46,50 a 64,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
12/07/2025 19:59:01,65 o más,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente
14/07/2025 06:52:20,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Regular,Excelente,Muy Bueno,Muy Bueno
12/08/2025 03:48:06,30 a 49,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
07/07/2025 02:13:12,50 a 64,Muy Bueno,Excelente,Excelente,Bueno,Regular,Muy Bueno,Excelente,Muy Bueno
05/08/2025 09:24:21,18 a 29,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
09/06/2025 00:47:54,30 a 49,Malo,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
07/10/2025 22:12:06,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Excelente
09/07/2025 17:35:17,18 a 29,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno
03/11/2025 05:28:48,50 a 64,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
29/06/2025 16:01:23,50 a 64,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
03/09/2025 11:40:29,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno
04/08/2025 03:58:22,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
05/06/2025 03:21:56,50 a 64,Excelente,Excelente,Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Bueno
29/09/2025 18:46:26,65 o más,Muy Bueno,Muy Bueno,Excelente,Bueno,Regular,Muy Bueno,Muy Bueno,Excelente
25/09/2025 13:56:55,65 o más,Excelente,Excelente,Bueno,Bueno,Excelente,Excelente,Bueno,Excelente
05/09/2025 14:49:59,30 a 49,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno
23/07/2025 04:23:11,30 a 49,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno
21/07/2025 18:37:19,50 a 64,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
16/10/2025 06:28:37,50 a 64,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
18/06/2025 10:59:46,65 o más,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Regular,Muy Bueno
08/08/2025 12:04:12,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Excelente
24/10/2025 15:15:39,30 a 49,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
04/10/2025 19:45:46,65 o más,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
30/08/2025 00:07:25,50 a 64,Muy Bueno,Regular,Excelente,Excelente,Excelente,Muy Bueno,Regular,Excelente
04/11/2025 10:11:17,50 a 64,Malo,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Excelente
02/11/2025 08:02:55,65 o más,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
06/11/2025 09:14:49,18 a 29,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
12/09/2025 04:19:04,30 a 49,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Bueno
27/09/2025 16:52:34,30 a 49,Malo,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente
08/10/2025 23:38:06,18 a 29,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Regular,Muy Bueno
25/06/2025 16:51:03,65 o más,Muy Bueno,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno
31/08/2025 10:33:13,65 o más,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
27/07/2025 13:30:31,65 o más,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
18/06/2025 20:09:49,18 a 29,Muy Bueno,Bueno,Excelente,Excelente,Regular,Excelente,Excelente,Excelente
06/06/2025 15:17:15,50 a 64,Malo,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
03/10/2025 22:02:10,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
05/09/2025 08:02:30,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
22/07/2025 16:32:13,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Bueno,Excelente
14/06/2025 15:34:54,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
11/09/2025 08:39:16,50 a 64,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Regular,Excelente,Bueno
09/07/2025 18:20:10,30 a 49,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Regular
28/08/2025 15:23:01,30 a 49,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno
25/07/2025 01:41:16,30 a 49,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
23/09/2025 23:34:46,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Regular,Excelente
30/09/2025 08:04:33,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
18/10/2025 22:39:17,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
05/08/2025 10:18:08,65 o más,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
04/09/2025 23:27:59,18 a 29,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
01/10/2025 01:04:05,30 a 49,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Excelente,Regular,Excelente
12/07/2025 08:14:38,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Regular
24/06/2025 06:34:08,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
02/06/2025 10:53:08,50 a 64,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
06/09/2025 03:11:46,65 o más,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente
23/06/2025 01:52:21,50 a 64,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
09/10/2025 21:06:30,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
24/08/2025 01:25:08,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno
30/07/2025 02:43:42,30 a 49,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Regular,Bueno
03/10/2025 00:09:28,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
22/09/2025 15:53:00,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
07/06/2025 11:42:36,65 o más,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
27/09/2025 14:09:29,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Excelente
16/08/2025 05:30:52,18 a 29,Bueno,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Regular
14/09/2025 07:51:29,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Regular,Excelente
03/11/2025 18:30:02,65 o más,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
14/10/2025 02:04:56,50 a 64,Excelente,Bueno,Bueno,Muy Bueno,Regular,Muy Bueno,Regular,Excelente
13/10/2025 08:19:29,30 a 49,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
07/06/2025 22:27:39,30 a 49,Muy Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
17/08/2025 15:13:34,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
30/09/2025 18:06:13,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular,Excelente,Muy Bueno,Muy Bueno
27/10/2025 00:41:06,18 a 29,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
25/06/2025 12:08:04,18 a 29,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente
19/07/2025 00:19:56,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno
15/10/2025 09:32:38,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Excelente
10/07/2025 10:13:30,18 a 29,Excelente,Regular,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Regular
01/06/2025 16:03:43,50 a 64,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente
30/05/2025 20:18:53,50 a 64,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
26/08/2025 03:02:58,50 a 64,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno
04/11/2025 00:26:18,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
02/06/2025 17:35:46,50 a 64,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente
20/08/2025 10:28:19,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
30/10/2025 20:09:43,18 a 29,Excelente,Regular,Excelente,Bueno,Muy Bueno,Bueno,Regular,Muy Bueno
